Symbol,Name,Current Price,Market Cap (mil),RS Rating,Comp Rating,EPS Rating,SMR Rating,A/D Rating,Quality Score,% Chg 3 Months,% Chg 6 Months,% Chg 12 Months,Sector,ROE
KC,Kingsoft Cloud Holdings Ltd. ADR,9.92,2815.9,21,30,43,NA,NA,26.35,-1.4,-32.9,-39.9,SOFTWARE,-12.8
PERI,Perion Network Ltd.,8.66,347.3,42,25,23,NA,NA,26.35,1.8,-0.9,-11.6,BUSINS SVC,-1.1
VISN,Vistance Networks Inc.,6.57,1487.5,4,27,68,NA,NA,26.35,-48.1,-62.8,-60.3,TELECOM,0
FOA,Finance of America Cos. Inc.,14.01,367,11,19,69,NA,NA,26.3,-30.2,-20.1,-45.7,FINANCE,16.7
GLOO,Gloo Holdings Inc.,4.88,449.4,29,25,39,NA,NA,26.3,4.1,-13.5,0,SOFTWARE,-220.8
NXST,Nexstar Media Group Inc. Cl A,156.53,5001.4,21,29,44,NA,NA,26.3,-4.6,-31.6,-24.2,MEDIA,4.3
PFLT,PennantPark Floating Rate Capital Ltd.,7.01,716.4,21,33,39,NA,NA,26.3,-6.3,-14.8,-28.6,FINANCE,6.8
GGN,GAMCO Global Gold Natural Resources & Income Trust,5.55,853,85,0,0,NA,NA,26.25,11.4,8.4,12.3,ETF/ETN/CEF,39
AZO,AutoZone Inc.,2855.31,46434.4,21,19,56,NA,NA,26.200000000000003,-6.8,-15.1,-30.9,RETAIL,0
DVCMY,Davide Campari-Milano N.V. ADR,6.73,12353.8,56,28,1,NA,NA,26.2,7.4,-3.1,1.1,ALCOHL/TOB/THC,0
JMIA,Jumia Technologies AG ADR,6.95,885.7,26,29,37,NA,NA,26.15,-1.3,0.6,-41.7,RETAIL,-109.2
GBX,Greenbrier Cos. Inc.,41.82,1319.9,23,27,43,NA,NA,26.1,-15.8,-17.9,-11.1,TRANSPORTATION,14
HRL,Hormel Foods Corp.,20.83,11425.3,24,22,48,NA,NA,26.1,-13.8,-8.3,-16.5,FOOD/BEV,6
SUI,Sun Communities Inc.,113.75,14001,28,26,38,NA,NA,26.1,-4,-14,-11.1,REAL EST,-0.9
BKSY,BlackSky Technology Inc.,21.67,931.4,33,20,39,NA,NA,26.05,-25.3,-14.6,11.5,TELECOM,-74.4
NN,NextNav Inc.,14.22,2518.6,17,28,49,NA,NA,26.05,-21.8,-22.2,-17.9,CONSUMER,0
ADX,Adams Diversified Equity Fund Inc.,25.7,3120.8,84,0,0,NA,NA,26,1.6,14.1,15.7,ETF/ETN/CEF,16.9
BBUC,Brookfield Business Corp.,25.7,5232.4,15,25,55,NA,NA,26,-22.3,-16.5,-28.7,FINANCE,0
BETA,BETA Technologies Inc. Cl A,20.9,5076.5,62,18,5,NA,NA,26,29.8,40.4,0,AEROSPACE/DEFENSE,-66.2
TIPT,Tiptree Inc.,17.52,653.2,45,23,20,NA,NA,26,0.2,11.2,-25.7,FINANCE,-8.1
TYRA,Tyra Biosciences Inc.,25.73,1679.7,47,29,10,NA,NA,26,-9.1,-32.4,101.2,MEDICAL,-39.8
VOGX,Vogenx Inc.,32.5,507,75,1,10,NA,NA,26,0,0,0,MEDICAL,0
YSWY,Yesway Inc.,21.4,1375.1,51,17,20,NA,NA,26,4.6,0,0,RETAIL,-7945300
BILI,Bilibili Inc. ADR,14.9,6116.3,12,27,56,NA,NA,25.950000000000003,-13.4,-41.6,-45,INTERNET,8
LE,Lands' End Inc.,10.07,303.1,12,19,66,NA,NA,25.950000000000003,-19.1,-25.6,-36.1,RETAIL,2.3
LII,Lennox International Inc.,359.23,12410,10,25,61,NA,NA,25.950000000000003,-32.5,-24.8,-33.7,BUILDING,80
AHRT,AH Realty Trust Inc.,6.22,597.5,39,24,26,NA,NA,25.95,-6.7,5.6,-17.7,REAL EST,0.1
BEAM,Beam Therapeutics Inc.,24.95,2548.1,27,32,31,NA,NA,25.95,-26.9,-1.5,-0.6,MEDICAL,-8.1
TELFY,Telefonica S.A. ADR,4.07,24329,35,32,21,NA,NA,25.95,-4.4,-3.5,-22.6,TELECOM,-26
TEZNY,TERNA S.p.A. ADR,32.03,21731.2,38,33,16,NA,NA,25.95,-10.5,-6.8,9,UTILITY,19.5
UHT,Universal Health Realty Income Trust,39.79,564.3,43,32,11,NA,NA,25.95,5.1,-8,-5.4,REAL EST,10.6
ACM,AECOM,61.99,8160.6,13,25,57,NA,NA,25.9,-9.9,-31.2,-53.4,BUILDING,27.3
ADV,Advantage Solutions Inc.,32.48,423.3,51,23,12,NA,NA,25.9,-6.7,59.3,-31.3,BUSINS SVC,-34.6
CALM,Cal-Maine Foods Inc.,72.89,3476.1,25,29,37,NA,NA,25.9,-6.2,-12.9,-30.2,AGRICULTURE,12.2
CCU,Compania Cervecerias Unidas S.A. ADR,11.24,2056.3,37,28,23,NA,NA,25.85,-0.4,-2.6,-3.6,ALCOHL/TOB/THC,7.8
HESAY,Hermes International S.C.A. ADR,152.11,165266.3,10,23,63,NA,NA,25.85,-24.9,-28.6,-39.8,CONSUMER,25.5
ASPN,Aspen Aerogels Inc.,5.07,425.7,51,17,19,NA,NA,25.8,-19.8,57,-27.4,CHEMICAL,-91.6
BKE,Buckle Inc.,40.29,2077,20,24,49,NA,NA,25.8,-10.8,-17.9,-34.1,RETAIL,49.4
BW,Babcock & Wilcox Enterprises Inc.,7.36,1090.4,32,20,39,NA,NA,25.8,-57.7,-48.1,109.1,MACHINE,0
HRZN,Horizon Technology Finance Corp.,4.67,316.4,47,29,9,NA,NA,25.8,10.7,8.1,-30.4,FINANCE,-0.8
KEEL,Keel Infrastructure Corp.,4.01,2229.4,54,26,4,NA,NA,25.8,-36.2,72.8,25.3,BUSINS SVC,-35.7
LGIH,LGI Homes Inc.,48.58,1142.2,40,20,29,NA,NA,25.8,-14.3,27,-15.9,BUILDING,3.5
MMYT,MakeMyTrip Ltd.,47.92,4502.6,38,26,24,NA,NA,25.8,2.6,11.8,-51.7,LEISURE,12.5
CCS,Century Communities Inc.,60.53,1728.4,46,21,20,NA,NA,25.75,-4.3,7.4,-10.3,BUILDING,5.7
LTGO,Latigo Biotherapeutics Inc.,22.55,1586.5,69,1,16,NA,NA,25.7,0,0,0,MEDICAL,-336.7
MTHRY,M3 Inc. ADR,5.58,7837.5,52,30,1,NA,NA,25.7,9.9,7.8,-29.1,SOFTWARE,0
BIPC,Brookfield Infrastructure Corp.,36.39,4917.7,23,26,42,NA,NA,25.65,-8.1,-11.9,-11.4,FINANCE,0
BTGO,BitGo Holdings Inc. Cl A,7.56,794.6,51,30,2,NA,NA,25.65,26.6,-25,0,FINANCE,-4.6
HIVE,HIVE Digital Technologies Ltd.,3.41,853,45,36,2,NA,NA,25.65,-20,60.8,-11.2,FINANCE,-30.3
CDRE,Cadre Holdings Inc.,26.29,1117.6,21,27,43,NA,NA,25.6,-6.9,-18.4,-23.4,BUSINS SVC,14
SHECY,Shin-Etsu Chemical Co. Ltd. ADR,18.47,73015.7,37,22,29,NA,NA,25.55,-20.3,-12.3,19.1,CHEMICAL,10.6
LYFT,Lyft Inc. Cl A,15.1,5867.4,45,25,15,NA,NA,25.5,5.7,12.2,-31.2,LEISURE,140.8
PNR,Pentair PLC,55.92,8895,8,25,61,NA,NA,25.450000000000003,-24.8,-36.6,-49.9,MACHINE,17.5
FIS,Fidelity National Information Services Inc.,35.62,18787.2,15,21,57,NA,NA,25.4,-6.8,-27.6,-46.2,SOFTWARE,2.6
NCDL,Nuveen Churchill Direct Lending Corp.,12.06,606.5,31,29,27,NA,NA,25.4,-1.4,-9.6,-19.9,FINANCE,7.1
THO,Thor Industries Inc.,67.77,3583.6,19,21,52,NA,NA,25.4,-6.4,-13.1,-34.6,AUTO,6.2
TWI,Titan International Inc.,7,461.5,30,22,37,NA,NA,25.4,-7.5,-3.4,-17.4,AUTO,-12.6
BSP,Bending Spoons S.p.A.,38.08,24487.7,42,1,48,NA,NA,25.35,0,0,0,MISC,0
ETOR,eToro Group Ltd.,28.08,2262.6,13,30,48,NA,NA,25.35,-28.2,-6.5,-36.1,FINANCE,19.4
KRC,Kilroy Realty Corp.,34.23,4042.4,35,28,23,NA,NA,25.35,-7,17,-23,REAL EST,5.1
LHX,L3Harris Technologies Inc.,247.29,46639.3,17,21,54,NA,NA,25.3,-16.1,-32.9,-12.5,AEROSPACE/DEFENSE,8.2
BCSF,Bain Capital Specialty Finance Inc.,11.09,733,22,27,40,NA,NA,25.25,-10.3,-9.6,-25.4,FINANCE,8.8
CCOI,Cogent Communications Holdings Inc.,9.01,471.7,4,29,60,NA,NA,25.25,-36.5,-53.4,-76.2,TELECOM,-229.1
OLED,Universal Display Corp.,78.3,3554.6,16,33,40,NA,NA,25.25,-12,-17.9,-44.2,ELECTRNCS,14.3
SEDG,SolarEdge Technologies Inc.,34.68,2214.9,25,20,45,NA,NA,25.25,-40.3,-22.7,-0.1,ENERGY,-74.7
TSHA,Taysha Gene Therapies Inc.,5.02,1681.3,47,26,10,NA,NA,25.25,-21.8,12.8,67.9,MEDICAL,-68.5
ROL,Rollins Inc.,32.43,15877.8,7,21,66,NA,NA,25.200000000000003,-27.9,-39.8,-41.8,BUSINS SVC,38.9
DOW,Dow Inc.,28.73,21301.8,40,16,31,NA,NA,25.2,-9.5,-23.8,19.2,CHEMICAL,-15.8
CWEN,Clearway Energy Inc. Cl C,30.82,6355.3,26,25,37,NA,NA,25.15,-17.6,-21.9,9.6,ENERGY,8.5
SLRC,SLR Investment Corp.,12,668.3,27,27,33,NA,NA,25.1,-3.4,-16,-25.5,FINANCE,9.3
NMFC,New Mountain Finance Corp.,6.99,673.4,24,29,34,NA,NA,25.05,-2.4,-11.5,-29,FINANCE,1.3
CCL,Carnival Corp. Ltd.,21.84,30365.1,15,25,50,NA,NA,25,-29.3,-9.6,-30.6,LEISURE,25.6
RES,RPC Inc.,5.86,1314.4,38,26,20,NA,NA,25,-10.9,-16.3,27.1,ENERGY,2.8
RJET,Republic Airways Holdings Inc.,17.68,809.5,39,29,15,NA,NA,25,-2,7,-15.8,TRANSPORTATION,10.6
SECZ,Securitize Corp.,10.86,1458,39,25,20,NA,NA,25,-2.3,-0.8,2.9,SOFTWARE,0
SUJA,Suja Life Inc.,8.57,331,23,29,35,NA,NA,25,-7.6,0,0,FOOD/BEV,0
FMCC,Federal Home Loan Mortgage Corp.,4.73,3100.8,11,20,61,NA,NA,24.950000000000003,-20.9,16.5,-63.6,FINANCE,16.5
KRMN,Karman Holdings Inc.,35.75,4671.8,7,20,66,NA,NA,24.950000000000003,-29,-64.8,-45.4,AEROSPACE/DEFENSE,6
STZ,Constellation Brands Inc. Cl A,118.97,15862.6,19,24,46,NA,NA,24.950000000000003,-15.7,-21.8,-10.6,ALCOHL/TOB/THC,22.5
KGFHY,Kingfisher PLC ADR,8.17,6758.5,63,16,1,NA,NA,24.95,9,-1.5,21.1,RETAIL,0
TSCDY,Tesco PLC ADR,19.16,40029.3,57,22,1,NA,NA,24.95,6.5,-1.5,8.7,RETAIL,0
UBER,Uber Technologies Inc.,70.5,144756.3,30,29,26,NA,NA,24.95,-1.6,-8,-25.6,LEISURE,41.4
NIO,NIO Inc. ADR,3.66,8946.8,9,21,62,NA,NA,24.9,-27.1,-37.1,-50.3,AUTO,-306.7
JBSS,John B. Sanfilippo & Son Inc.,67.31,789,29,23,34,NA,NA,24.8,-13.7,-10.7,4.2,FOOD/BEV,16.7
NOA,North American Construction Group Ltd.,12.7,345.8,37,23,24,NA,NA,24.8,-6.1,-6,-7.5,ENERGY,8
MLCO,Melco Resorts & Entertainment Ltd. ADR,4.64,1779.5,13,14,65,NA,NA,24.75,-16.1,-16.5,-51.9,LEISURE,0
ESLOY,EssilorLuxottica S.A. ADR,79.57,75230.7,8,22,61,NA,NA,24.700000000000003,-22,-31.9,-50.8,MEDICAL,6
TDOC,Teladoc Health Inc.,6.3,1141,27,27,31,NA,NA,24.7,-21.9,16.2,-23.7,SOFTWARE,-13.9
FER,Ferrovial N.V.,55.04,39301.2,21,24,42,NA,NA,24.65,-20.5,-14.4,-5.4,BUILDING,14.8
AMR,Alpha Metallurgical Resources Inc.,174.22,2342.2,40,24,18,NA,NA,24.6,-6.2,-11.1,6,ENERGY,-3.9
JPXGY,Japan Exchange Group Inc. ADR,14.27,14729.3,77,1,0,NA,NA,24.5,1.6,20.9,33.9,FINANCE,0
NSANY,Nissan Motor Co. Ltd. ADR,4.01,7019.9,26,20,40,NA,NA,24.5,-6,-11.8,-18.4,AUTO,-11.2
HXGBY,Hexagon AB ADR,9.65,26061.1,48,29,1,NA,NA,24.45,12.9,-8.2,-20.4,ELECTRNCS,5.9
EXP,Eagle Materials Inc.,176.82,5452.2,19,21,47,NA,NA,24.4,-21.3,-3.7,-25.1,BUILDING,28.9
HD,Home Depot Inc.,299.98,301811.1,24,20,42,NA,NA,24.4,-10.3,-9.4,-28.1,RETAIL,145.5
ARQQ,Arqit Quantum Inc.,20.13,339.7,44,27,8,NA,NA,24.35,-17.4,47.7,-46.2,SOFTWARE,-181.4
EVH,Evolent Health Inc. Cl A,3.69,414.9,25,26,33,NA,NA,24.35,-17.8,38.2,-57.8,SOFTWARE,-75.5
FRBT,Forbright Inc.,17.65,390.9,46,25,8,NA,NA,24.35,-1.9,0,0,BANKS,11.4
IONQ,IonQ Inc.,39.13,16343.3,19,32,33,NA,NA,24.35,-30.8,20.8,-41.4,COMPUTER,-24.4
SKHY,SK hynix Inc. ADR,187.5,920544.4,62,1,18,NA,NA,24.35,0,0,0,COMPUTER,45.1
FTAI,FTAI Aviation Ltd.,190.74,20035.1,26,28,29,NA,NA,24.3,-30.9,-20.7,7.1,AEROSPACE/DEFENSE,241.2
AQN,Algonquin Power & Utilities Corp.,5.35,4150.5,28,21,35,NA,NA,24.25,-9.2,-16.9,-2.4,UTILITY,4.7
ETV,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,15.24,1772.3,77,0,0,NA,NA,24.25,2.2,8.7,7.9,ETF/ETN/CEF,12.4
PSN,Parsons Corp.,44.82,4931.2,13,20,55,NA,NA,24.25,-14.2,-12.3,-45,SOFTWARE,9.5
RBLX,Roblox Corp.,47.82,33932.9,21,32,30,NA,NA,24.25,-7.2,-17.9,-64.7,SOFTWARE,-345.8
SAH,Sonic Automotive Inc. Cl A,63.66,2085,25,23,36,NA,NA,24.2,-21.1,5.1,-20.3,RETAIL,11.1
DIN,Dine Brands Global Inc.,27.91,353.4,31,16,37,NA,NA,24.15,-18.3,-1.2,14.6,RETAIL,0
MSDL,Morgan Stanley Direct Lending Fund,14.63,1251.5,33,30,17,NA,NA,24.15,-4.8,0,-17.1,FINANCE,6.8
BEP,Brookfield Renewable Partners L.P.,29.83,20295.6,40,22,18,NA,NA,24.1,-15.4,-5.8,16.4,ENERGY,-0.8
SCTX,Scribe Therapeutics Inc,33,608.5,73,1,3,NA,NA,24.1,0,0,0,MEDICAL,0
VEOEY,Veolia Environnement S.A. ADR,18.2,26993.9,38,23,19,NA,NA,24.05,-11.8,-2.7,8.2,UTILITY,16.6
MTSUY,Mitsubishi Corp. ADR,31.68,106875.3,75,1,0,NA,NA,24,11.5,-11.5,33.8,MISC,0
CSHR,CoinShares PLC,5.85,680,40,31,6,NA,NA,23.95,47.4,-45.3,-45.1,FINANCE,-0.1
MFI,mF International Ltd. Cl A,9.3,470.4,41,26,11,NA,NA,23.95,-5.8,-17.3,-77.3,FINANCE,3.9
BLSM,BlossomHill Therapeutics Inc.,25.74,821.9,73,1,2,NA,NA,23.9,0,0,0,MEDICAL,0
LBTYA,Liberty Global Ltd. Cl A,9.87,3481.7,19,19,47,NA,NA,23.9,-11.9,-16.8,-17.3,TELECOM,-64.6
AESI,Atlas Energy Solutions Inc.,13.55,1677.5,47,26,3,NA,NA,23.85,-16.4,0.1,22.6,ENERGY,-4.5
FISV,Fiserv Inc.,47.19,26216.1,21,20,43,NA,NA,23.85,-1.4,-17.3,-64.5,SOFTWARE,13.2
NXE,NexGen Energy Ltd.,9.35,6342.4,31,22,28,NA,NA,23.85,-12.2,-20.5,11.6,MINING,-20.6
HEGIY,Hengan International Group Co. Ltd. ADR,12.5,2914.8,13,23,49,NA,NA,23.8,-15.6,-28.2,-23.2,CONSUMER,11.8
IGD,Voya Global Equity Dividend & Premium Opportunity Fund,6.36,498.4,75,0,0,NA,NA,23.75,2.7,8.9,6.2,ETF/ETN/CEF,12.3
NVR,NVR Inc.,6150.47,16634.7,30,21,30,NA,NA,23.75,-5.2,-5.1,-24.8,BUILDING,33.2
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,18.51,2575.8,75,0,0,NA,NA,23.75,2.1,11.8,3.4,ETF/ETN/CEF,11.8
UNCRY,UniCredit S.p.A. ADR,46.48,144936.7,74,1,0,NA,NA,23.75,1.1,26.4,22.2,BANKS,0
VALN,Valneva SE ADR,6.56,621.5,42,29,5,NA,NA,23.75,21.9,-41.4,-34.1,MEDICAL,-83.2
TTAN,ServiceTitan Inc. Cl A,55.04,5233.4,11,19,56,NA,NA,23.700000000000003,-14.3,-19.9,-53,SOFTWARE,-10.7
WHK,WhiteHawk Minerals Corp.,26.33,755.6,47,19,11,NA,NA,23.7,-3.8,0,0,ENERGY,-6.7
CARR,Carrier Global Corp.,53.88,44835,25,20,37,NA,NA,23.65,-25,-6.5,-11.8,BUILDING,10.4
LBTYK,Liberty Global Ltd. Cl C,9.65,3481.7,19,18,47,NA,NA,23.65,-10.6,-16.7,-19.9,TELECOM,-64.6
VRRM,Verra Mobility Corp. Cl A,3.48,518.3,4,21,62,NA,NA,23.65,-21.6,-76.1,-85.9,SOFTWARE,49
IREN,IREN Ltd.,46.68,17111,41,31,3,NA,NA,23.6,-22.1,10.6,28.5,FINANCE,-23.4
NG,NovaGold Resources Inc.,7.27,3260.1,22,22,38,NA,NA,23.6,-6.8,-15,0.3,MINING,-162.7
BMM,Blue Moon Metals Inc.,5.24,467.4,49,22,4,NA,NA,23.55,-21,-1.5,113.9,MINING,-32.5
MBGAF,Mercedes-Benz Group AG,51.13,51091.3,24,26,30,NA,NA,23.5,-0.8,-15.8,-15.9,AUTO,5.6
PSFE,Paysafe Ltd.,6.23,326.9,18,24,40,NA,NA,23.5,-8.1,-10.7,-55.8,FINANCE,-23.8
SXYAY,Sika AG ADR,22.17,35977.3,73,1,0,NA,NA,23.5,7.5,29.4,-3.8,CONSUMER,0
THQ,abrdn Healthcare Opportunities Fund,19.03,796,74,0,0,NA,NA,23.5,2.3,8.2,11.1,ETF/ETN/CEF,-13.6
STOK,Stoke Therapeutics Inc.,28.43,1866.7,42,27,6,NA,NA,23.45,-8.3,-8.3,21,MEDICAL,-2.4
AMSC,American Superconductor Corp.,30.19,1412.1,17,27,37,NA,NA,23.4,-30.4,0.2,-53.2,MACHINE,35.6
CYATY,Contemporary Amperex Technology Co. Ltd. ADR,16.03,215478.2,20,24,37,NA,NA,23.4,-29.1,-22.8,-1.3,AUTO,24.5
MAZE,Maze Therapeutics Inc.,22.52,1302.1,22,18,42,NA,NA,23.4,-12.3,-53.5,-4.1,MEDICAL,-47.5
PSBD,Palmer Square Capital BDC Inc.,10.33,318.8,35,33,7,NA,NA,23.4,-4.2,-3.6,-23.9,FINANCE,-0.6
ADNT,Adient PLC,17.68,1424,21,18,43,NA,NA,23.35,-14.8,-11.6,-29.9,AUTO,-14.4
CIFR,Cipher Digital Inc.,18.34,7030.6,43,28,3,NA,NA,23.35,-37.1,25,54.8,FINANCE,-110.6
LGN,Legence Corp.,55.8,5910.6,44,15,18,NA,NA,23.35,-34.8,8.3,87.8,BUILDING,-20.1
PFSI,PennyMac Financial Services Inc.,66.36,3455.3,10,17,58,NA,NA,23.35,-19.4,-23.9,-47.8,FINANCE,12.3
VERA,Vera Therapeutics Inc.,34,2469.6,45,22,8,NA,NA,23.35,-3.1,-11.3,29.1,MEDICAL,-50.7
RZLT,Rezolute Inc.,3.84,380.4,24,18,39,NA,NA,23.3,-23.5,61.3,-53.2,MEDICAL,-52.6
AGNT,AGNT Inc.,3.79,646.7,7,18,60,NA,NA,23.25,-19.2,-38.9,-67.3,REAL EST,-10.1
NMAI,Nuveen Multi-Asset Income Fund,14.1,463.9,73,0,0,NA,NA,23.25,1.6,11.1,8.8,ETF/ETN/CEF,17.7
WEN,Wendy's Co.,6.74,1332.8,34,19,25,NA,NA,23.25,-0.9,-3.6,-29.2,RETAIL,87.6
HENOY,Henkel AG & Co. KGaA Pfd. ADR,20.98,32899.9,57,15,1,NA,NA,23.2,2.8,6.1,-0.9,CHEMICAL,0
LGRDY,Legrand S.A. ADR,31.2,40959.8,44,28,1,NA,NA,23.2,-10.8,-3.2,-5.4,MACHINE,17.2
HOV,Hovnanian Enterprises Inc. Cl A,114.18,673.3,45,18,12,NA,NA,23.15,-13.4,8.6,-23.7,BUILDING,7.6
LULU,lululemon athletica inc.,98.06,11512,11,24,47,NA,NA,23.15,-12.3,-40.7,-42.2,RETAIL,34
TE,T1 Energy Inc.,4.17,1266.2,19,16,47,NA,NA,23.15,-55.4,-43.1,124.2,ENERGY,-115
FLY,Firefly Aerospace Inc.,20.97,3636,17,13,53,NA,NA,23.1,-32.2,-9.6,-53.6,AEROSPACE/DEFENSE,-50.5
OCS,Oculis Holding AG,10.14,614.6,12,17,54,NA,NA,23.05,-9.6,-61.4,-41.7,MEDICAL,-72.6
TMS,Teamshares Inc.,8.13,545.1,19,18,44,NA,NA,23.05,-28.2,-21.3,-20.1,SOFTWARE,-15.7
BDJ,BlackRock Enhanced Equity Dividend Trust,9.59,1696.9,72,0,0,NA,NA,23,3.7,8.5,6.7,ETF/ETN/CEF,16.7
EIKN,Eikon Therapeutics Inc.,8.95,465.8,31,21,25,NA,NA,23,-6.9,-23.8,0,MEDICAL,-125
GAM,General American Investors Co. Inc.,64.94,1549.6,72,0,0,NA,NA,23,1.5,8.3,5.4,ETF/ETN/CEF,20.6
ABR,Arbor Realty Trust Inc.,4.28,835.8,9,18,56,NA,NA,22.950000000000003,-17.7,-44.5,-63.3,REAL EST,5
IEP,Icahn Enterprises L.P.,6.97,4997.7,33,26,16,NA,NA,22.95,-4.4,-8.9,-15.3,MISC,-9.8
AAL,American Airlines Group Inc.,12.96,8565.9,37,21,17,NA,NA,22.9,-18.9,20,3,TRANSPORTATION,0
SIND,Sinda Ltd.,15.19,2364.4,69,1,2,NA,NA,22.9,0,0,0,MINING,-160.5
ABG,Asbury Automotive Group Inc.,183.06,3373.3,25,24,28,NA,NA,22.85,-7.1,-3.4,-25.4,RETAIL,13.3
CTGO,Contango Silver & Gold Inc.,18.73,640.4,40,21,13,NA,NA,22.85,10.3,-4.5,-21.6,MINING,-273.7
SBGI,Sinclair Inc. Cl A,13.08,984.2,34,23,18,NA,NA,22.85,-4.3,-1,-8.9,MEDIA,-21.8
MFP,Midera Food Processing Inc.,42.34,2034.9,67,1,4,NA,NA,22.8,0,0,0,MACHINE,8
AOD,abrdn Total Dynamic Dividend Fund,10.5,1099.8,71,0,0,NA,NA,22.75,0.9,8.7,11.1,ETF/ETN/CEF,15.9
BOE,BlackRock Enhanced Global Dividend Trust,12.19,698.6,71,0,0,NA,NA,22.75,2.6,9.2,5.6,ETF/ETN/CEF,14.4
ETW,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,9.62,1041.5,71,0,0,NA,NA,22.75,1.8,7.1,6.8,ETF/ETN/CEF,17.6
IQMX,IQM Quantum Computers Oyj ADR,9.54,1675.1,31,24,20,NA,NA,22.75,-8.9,-10.1,-5.7,COMPUTER,5
TREE,LendingTree Inc.,25.61,365.3,6,17,60,NA,NA,22.75,-34.5,-38.8,-66.5,FINANCE,76.5
AAVVF,Advantage Energy Ltd.,7.24,1224.9,42,28,1,NA,NA,22.7,4,-13.1,-11.9,ENERGY,3.2
FTW,Presidio Production Co.,10.1,321.1,25,21,31,NA,NA,22.7,-19.6,-17.6,-2.8,ENERGY,0
LLYVK,Liberty Live Holdings Inc. Series C Liberty Live Group,96.28,8922.4,50,16,6,NA,NA,22.7,-2.2,1.5,-1.5,LEISURE,0
BRBR,BellRing Brands Inc.,8.98,1059.3,19,22,37,NA,NA,22.65,-5.1,-48.4,-75.5,CONSUMER,0
MBUU,Malibu Boats Inc. Cl A,23.27,464.9,18,19,42,NA,NA,22.65,-14.6,-7.7,-30.3,LEISURE,0.3
MLM,Martin Marietta Materials Inc.,490.64,35115.3,17,16,47,NA,NA,22.65,-19.5,-13.6,-20.9,BUILDING,10.2
CRI,Carter's Inc.,29.64,1090,20,16,43,NA,NA,22.6,-30.3,-14.1,-6.8,CONSUMER,10.1
DHI,D.R. Horton Inc.,138.02,39264.5,28,20,28,NA,NA,22.6,-12.5,0.6,-18.6,BUILDING,14.5
DEI,Douglas Emmett Inc.,10.25,1723.4,24,19,34,NA,NA,22.55,-12.5,5.3,-37.5,REAL EST,0.7
CNL,Collective Mining Ltd.,12.99,1109.5,34,20,20,NA,NA,22.5,-6,-21.5,2.4,MINING,-54.7
PL,Planet Labs PBC,16.42,6181.8,31,15,30,NA,NA,22.5,-41.8,-33.8,54.8,TELECOM,-78.4
RMT,Royce Micro-Cap Trust Inc.,13.41,704.2,70,0,0,NA,NA,22.5,-5.7,16.7,28.4,ETF/ETN/CEF,14.7
ARR,Armour Residential REIT Inc.,14.68,2103.5,25,23,27,NA,NA,22.4,-12.4,-11.7,-0.5,REAL EST,17.8
MFIC,MidCap Financial Investment Corp.,9.02,760.3,22,22,32,NA,NA,22.4,-9.2,-16.1,-26.6,FINANCE,4.7
PRTCY,PureTech Health PLC ADR,16,404.6,38,26,7,NA,NA,22.4,-8.4,-1.6,8.8,MEDICAL,-30.3
WULF,TeraWulf Inc.,17.01,8218,42,26,2,NA,NA,22.4,-41.3,11.2,52.3,FINANCE,-343.7
SIFY,Sify Technologies Ltd. ADR,13.66,999.6,44,23,3,NA,NA,22.35,-10.1,-6.2,14.6,TELECOM,-8.6
UTI,Universal Technical Institute Inc.,21.47,1147.1,10,24,44,NA,NA,22.3,-46.8,-40.3,-24.9,CONSUMER,21.4
ADDYY,adidas AG ADR,81.45,28222.2,24,17,35,NA,NA,22.25,-20.3,2.5,-23.7,CONSUMER,24.1
CSQ,Calamos Strategic Total Return Fund,20.51,3281.2,69,0,0,NA,NA,22.25,0,15.3,6.8,ETF/ETN/CEF,23.5
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,30.21,1466.8,69,0,0,NA,NA,22.25,0.7,10.1,11.4,ETF/ETN/CEF,12.4
WSC,WillScot Holdings Corp.,18.17,3317.6,18,19,40,NA,NA,22.25,-37,4.3,-19.9,FINANCE,-5.7
SITE,SiteOne Landscape Supply Inc.,90.47,3889.7,14,14,51,NA,NA,22.200000000000003,-17.9,-30.2,-33.6,RETAIL,9.4
WD,Walker & Dunlop Inc.,37.77,1320.5,10,14,56,NA,NA,22.200000000000003,-27.3,-15.8,-56.9,FINANCE,3.2
LLYVA,Liberty Live Holdings Inc. Series A Liberty Live Group,93.01,8922.4,49,15,6,NA,NA,22.2,-2,0.5,-2.1,LEISURE,0
BABA,Alibaba Group Holding Ltd. ADR,113.24,266378.5,31,27,13,NA,NA,22.1,5.7,-15.8,-30.3,RETAIL,10.2
MAIR,Madison Air Solutions Corp.,24.01,11900.9,19,15,43,NA,NA,22.1,-37,0,0,BUILDING,0
VYX,NCR Voyix Corp.,6.74,958.2,24,22,28,NA,NA,22.1,-10,-3,-48.7,BUSINS SVC,3.6
PAX,Patria Investments Ltd.,10,1622,17,24,34,NA,NA,22.05,-12,-11.3,-34.4,FINANCE,15.7
BSTZ,BlackRock Science & Technology Term Trust,29.02,1967.5,68,0,0,NA,NA,22,-6.7,33.4,30.7,ETF/ETN/CEF,18.5
